student_id,exam_score,dropout_risk
147598,100,No
147599,82,No
147600,100,No
147601,81,No
147602,97,No
147603,94,No
147604,77,No
147605,96,No
147606,65,No
147607,97,No
147608,72,No
147609,99,No
147610,100,No
147611,100,No
147612,94,No
147613,100,No
147614,100,No
147615,59,No
147616,75,No
147617,94,No
147618,81,No
147619,100,No
147620,73,No
147621,70,No
147622,82,No
147623,95,No
147624,86,No
147625,96,No
147626,80,No
147627,67,No
147628,71,No
147629,72,No
147630,80,No
147631,98,No
147632,86,No
147633,59,No
147634,89,No
147635,100,No
147636,95,No
147637,88,No
147638,100,No
147639,67,No
147640,93,No
147641,89,No
147642,97,No
147643,100,No
147644,100,No
147645,92,No
147646,100,No
147647,100,No
147648,73,No
147649,91,No
147650,65,No
147651,76,Yes
147652,95,No
147653,100,No
147654,95,No
147655,100,No
147656,100,No
147657,87,No
147658,93,No
147659,91,Yes
147660,100,No
147661,79,No
147662,100,No
147663,75,No
147664,100,No
147665,100,No
147666,100,No
147667,92,No
147668,96,No
147669,86,No
147670,100,No
147671,68,No
147672,100,No
147673,73,No
147674,97,No
147675,83,No
147676,100,No
147677,81,No
147678,99,No
147679,100,No
147680,97,No
147681,93,No
147682,99,No
147683,89,No
147684,100,No
147685,56,No
147686,81,No
147687,100,No
147688,100,No
147689,99,No
147690,78,No
147691,99,No
147692,72,No
147693,70,No
147694,100,No
147695,100,No
147696,96,No
147697,87,No
147698,100,No
147699,93,No
147700,92,No
147701,72,No
147702,72,No
147703,97,No
147704,97,No
147705,100,No
147706,79,No
147707,100,No
147708,97,No
147709,73,No
147710,94,No
147711,100,No
147712,86,No
147713,100,No
147714,100,No
147715,78,No
147716,93,No
147717,56,Yes
147718,91,No
147719,70,No
147720,98,No
147721,100,No
147722,99,No
147723,99,No
147724,74,No
147725,74,No
147726,71,No
147727,100,No
147728,100,No
147729,79,No
147730,94,No
147731,67,No
147732,100,No
147733,100,No
147734,100,No
147735,73,No
147736,100,No
147737,91,No
147738,98,No
147739,97,No
147740,100,No
147741,91,No
147742,72,No
147743,96,No
147744,95,No
147745,73,No
147746,88,No
147747,67,No
147748,64,No
147749,100,No
147750,94,No
147751,77,No
147752,90,No
147753,76,No
147754,97,No
147755,100,No
147756,75,No
147757,96,No
147758,74,No
147759,95,No
147760,67,No
147761,100,No
147762,100,No
147763,83,No
147764,89,No
147765,93,No
147766,83,No
147767,97,No
147768,72,No
147769,71,No
147770,96,No
147771,93,No
147772,98,No
147773,78,No
147774,100,No
147775,95,No
147776,98,No
147777,72,No
147778,84,No
147779,89,No
147780,100,No
147781,81,No
147782,80,No
147783,100,No
147784,91,No
147785,100,No
147786,77,No
147787,65,No
147788,80,No
147789,90,No
147790,96,No
147791,93,No
147792,86,No
147793,93,No
147794,82,No
147795,78,No
147796,85,No
147797,100,No
147798,77,No
147799,72,No
147800,96,No
147801,78,No
147802,98,No
147803,94,No
147804,100,No
147805,97,No
147806,84,No
147807,58,No
147808,94,No
147809,98,No
147810,100,No
147811,100,No
147812,100,No
147813,89,No
147814,98,No
147815,100,No
147816,81,No
147817,96,No
147818,79,No
147819,100,No
147820,98,No
147821,95,No
147822,94,No
147823,100,No
147824,65,No
147825,92,No
147826,85,No
147827,83,No
147828,98,No
147829,94,No
147830,90,No
147831,92,No
147832,94,No
147833,97,No
147834,95,No
147835,77,No
147836,91,No
147837,83,No
147838,88,No
147839,100,No
147840,98,No
147841,98,No
147842,100,No
147843,92,No
147844,90,No
147845,100,No
147846,100,No
147847,96,No
147848,65,No
147849,87,No
147850,81,No
147851,97,No
147852,100,No
147853,98,No
147854,87,No
147855,90,No
147856,75,No
147857,96,No
147858,85,No
147859,100,No
147860,100,No
147861,90,No
147862,100,No
147863,68,No
147864,98,No
147865,100,No
147866,84,No
147867,82,No
147868,82,No
147869,90,No
147870,92,No
147871,97,No
147872,86,No
147873,100,No
147874,93,No
147875,100,No
147876,97,No
147877,67,No
147878,73,No
147879,98,No
147880,100,No
147881,56,No
147882,100,No
147883,86,No
147884,75,No
147885,71,No
147886,69,No
147887,100,No
147888,82,No
147889,69,No
147890,98,No
147891,78,No
147892,90,No
147893,48,No
147894,62,No
147895,93,No
147896,100,No
147897,91,No
147898,58,No
147899,87,No
147900,100,No
147901,73,No
147902,100,No
147903,96,No
147904,60,No
147905,82,No
147906,97,No
147907,74,No
147908,100,No
147909,64,No
147910,100,No
147911,75,No
147912,100,No
147913,70,No
147914,78,No
147915,82,No
147916,75,No
147917,100,No
147918,78,No
147919,77,No
147920,81,No
147921,89,No
147922,94,No
147923,86,No
147924,100,No
147925,81,No
147926,87,No
147927,90,No
147928,99,No
147929,100,No
147930,92,No
147931,92,No
147932,94,Yes
147933,91,No
147934,93,No
147935,76,No
147936,92,No
147937,74,No
147938,97,No
147939,60,No
147940,100,No
147941,94,No
147942,91,No
147943,100,No
147944,91,No
147945,74,No
147946,85,No
147947,63,No
147948,100,No
147949,64,No
147950,66,No
147951,72,No
147952,79,No
147953,99,No
147954,100,No
147955,77,No
147956,73,No
147957,94,No
147958,74,No
147959,100,No
147960,100,No
147961,84,No
147962,73,No
147963,100,No
147964,95,No
147965,96,No
147966,100,No
147967,81,No
147968,98,No
147969,100,No
147970,88,No
147971,96,No
147972,70,No
147973,90,No
147974,95,No
147975,97,No
147976,100,No
147977,100,No
147978,100,No
147979,100,No
147980,90,No
147981,98,No
147982,77,No
147983,93,No
147984,100,No
147985,95,No
147986,81,No
147987,84,No
147988,86,No
147989,92,No
147990,96,No
147991,74,No
147992,97,No
147993,100,No
147994,93,No
147995,69,No
147996,82,No
147997,98,No
147998,91,No
147999,100,No
148000,78,Yes
148001,64,No
148002,72,No
148003,100,No
148004,73,No
148005,86,No
148006,100,No
148007,96,No
148008,96,No
148009,95,No
148010,88,No
148011,74,No
148012,100,No
148013,100,No
148014,100,No
148015,100,No
148016,76,No
148017,100,No
148018,95,No
148019,94,No
148020,98,No
148021,67,No
148022,96,No
148023,90,No
148024,96,No
148025,76,No
148026,96,No
148027,83,No
148028,82,No
148029,90,No
148030,83,No
148031,100,No
148032,99,No
148033,100,No
148034,57,No
148035,100,No
148036,94,No
148037,84,No
148038,100,No
148039,99,No
148040,70,No
148041,81,No
148042,100,No
148043,86,No
148044,72,No
148045,100,No
148046,85,No
148047,100,No
148048,100,No
148049,75,No
148050,71,No
148051,100,No
148052,86,No
148053,97,No
148054,61,No
148055,96,No
148056,76,No
148057,100,No
148058,95,No
148059,93,No
148060,100,No
148061,99,No
148062,69,No
148063,62,No
148064,100,No
148065,100,No
148066,94,No
148067,85,No
148068,85,No
148069,100,No
148070,98,No
148071,100,No
148072,82,No
148073,97,No
148074,100,No
148075,96,No
148076,62,No
148077,66,No
148078,88,No
148079,100,No
148080,96,No
148081,95,No
148082,74,No
148083,92,No
148084,100,No
148085,88,No
148086,71,No
148087,100,No
148088,100,No
148089,70,No
148090,82,No
148091,89,No
148092,96,No
148093,69,No
148094,100,No
148095,95,No
148096,100,No
148097,75,No
148098,87,No
148099,89,No
148100,98,No
148101,100,No
148102,100,No
148103,90,No
148104,59,No
148105,89,No
148106,85,No
148107,87,No
148108,87,No
148109,77,No
148110,52,No
148111,100,No
148112,100,No
148113,100,No
148114,100,No
148115,100,No
148116,75,No
148117,75,No
148118,97,No
148119,100,No
148120,100,No
148121,100,No
148122,79,No
148123,86,No
148124,100,No
148125,72,No
148126,69,No
148127,83,No
148128,88,No
148129,100,No
148130,93,No
148131,100,No
148132,83,No
148133,78,No
148134,66,No
148135,91,No
148136,78,No
148137,94,No
148138,97,No
148139,98,No
148140,97,No
148141,78,No
148142,74,No
148143,98,No
148144,100,No
148145,91,No
148146,100,No
148147,68,No
148148,97,No
148149,88,No
148150,99,No
148151,74,No
148152,93,No
148153,79,No
148154,70,No
148155,76,No
148156,99,No
148157,97,No
148158,100,No
148159,87,No
148160,100,No
148161,100,No
148162,96,No
148163,100,No
148164,94,No
148165,58,No
148166,84,No
148167,83,No
148168,100,No
148169,100,No
148170,100,No
148171,78,No
148172,90,No
148173,76,No
148174,100,No
148175,95,No
148176,93,No
148177,100,No
148178,100,No
148179,88,No
148180,81,No
148181,90,No
148182,99,No
148183,48,No
148184,100,No
148185,97,No
148186,90,No
148187,100,No
148188,98,No
148189,79,No
148190,100,No
148191,80,No
148192,54,No
148193,100,No
148194,86,No
148195,95,No
148196,63,No
148197,100,No
148198,95,No
148199,76,No
148200,93,No
148201,91,No
148202,95,No
148203,99,No
148204,100,No
148205,67,No
148206,86,No
148207,100,No
148208,79,No
148209,99,No
148210,88,No
148211,85,No
148212,100,No
148213,100,No
148214,100,No
148215,75,No
148216,94,No
148217,64,No
148218,83,No
148219,95,Yes
148220,100,No
148221,90,No
148222,75,No
148223,66,No
148224,100,No
148225,100,No
148226,96,No
148227,87,No
148228,65,No
148229,91,No
148230,79,No
148231,68,No
148232,77,No
148233,98,No
148234,100,No
148235,93,No
148236,98,No
148237,100,No
148238,97,No
148239,100,No
148240,98,No
148241,100,No
148242,82,No
148243,68,No
148244,91,No
148245,86,No
148246,100,No
148247,100,No
148248,62,No
148249,100,No
148250,68,No
148251,78,No
148252,97,No
148253,97,No
148254,92,No
148255,87,No
148256,98,No
148257,68,No
148258,93,No
148259,100,No
148260,77,No
148261,74,No
148262,100,No
148263,79,No
148264,83,No
148265,74,No
148266,81,No
148267,92,No
148268,84,No
148269,99,No
148270,99,No
148271,57,No
148272,91,No
148273,100,No
148274,92,No
148275,77,No
148276,82,No
148277,100,No
148278,93,No
148279,99,No
148280,99,No
148281,98,No
148282,99,No
148283,97,No
148284,98,No
148285,94,No
148286,77,No
148287,100,No
148288,76,No
148289,91,No
148290,100,No
148291,77,No
148292,96,No
148293,95,No
148294,95,No
148295,80,No
148296,97,No
148297,78,No
148298,80,No
148299,79,No
148300,65,No
148301,88,No
148302,100,No
148303,84,No
148304,75,No
148305,98,No
148306,98,No
148307,100,No
148308,65,No
148309,100,No
148310,97,No
148311,93,No
148312,100,No
148313,77,No
148314,99,No
148315,69,No
148316,100,No
148317,100,No
148318,73,No
148319,86,No
148320,94,No
148321,80,No
148322,62,No
148323,86,No
148324,77,No
148325,100,No
148326,78,No
148327,100,No
148328,97,No
148329,76,No
148330,95,No
148331,85,No
148332,74,No
148333,74,No
148334,100,No
148335,71,No
148336,94,No
148337,95,No
148338,90,No
148339,78,No
148340,86,No
148341,78,No
148342,88,No
148343,98,No
148344,91,No
148345,100,No
148346,100,No
148347,100,No
148348,100,No
148349,93,No
148350,100,No
148351,100,No
148352,100,No
148353,92,No
148354,97,No
148355,80,No
148356,83,No
148357,93,No
148358,97,No
148359,100,No
148360,83,No
148361,99,No
148362,95,No
148363,100,No
148364,87,No
148365,100,No
148366,100,No
148367,76,No
148368,80,No
148369,96,No
148370,93,No
148371,80,No
148372,92,No
148373,90,No
148374,91,No
148375,84,No
148376,100,No
148377,68,No
148378,100,No
148379,69,No
148380,74,No
148381,100,No
148382,98,No
148383,87,No
148384,100,No
148385,75,No
148386,83,No
148387,89,No
148388,77,No
148389,100,No
148390,86,No
148391,97,No
148392,100,No
148393,81,No
148394,64,Yes
148395,100,No
148396,63,No
148397,92,No
148398,100,Yes
148399,79,No
148400,100,No
148401,95,No
148402,100,No
148403,97,No
148404,100,No
148405,100,No
148406,95,No
148407,85,No
148408,68,No
148409,84,No
148410,80,No
148411,95,No
148412,91,No
148413,100,No
148414,98,No
148415,97,No
148416,100,No
148417,100,No
148418,98,No
148419,97,No
148420,99,No
148421,81,No
148422,100,No
148423,97,No
148424,88,No
148425,100,No
148426,88,No
148427,77,No
148428,100,No
148429,89,No
148430,98,No
148431,96,No
148432,84,No
148433,100,No
148434,97,No
148435,84,No
148436,70,No
148437,100,No
148438,72,No
148439,76,No
148440,89,No
148441,71,No
148442,94,No
148443,98,No
148444,79,No
148445,100,No
148446,90,No
148447,100,No
148448,100,No
148449,90,No
148450,100,No
148451,91,No
148452,89,No
148453,62,No
148454,72,No
148455,64,No
148456,89,No
148457,87,No
148458,83,No
148459,90,No
148460,85,No
148461,100,No
148462,85,No
148463,77,No
148464,61,No
148465,83,No
148466,94,No
148467,89,No
148468,80,No
148469,74,No
148470,81,No
148471,100,No
148472,90,No
148473,92,No
148474,100,No
148475,79,No
148476,100,No
148477,85,No
148478,82,No
148479,67,No
148480,98,No
148481,86,No
148482,98,No
148483,100,No
148484,95,No
148485,100,No
148486,95,No
148487,100,No
148488,97,No
148489,68,No
148490,98,No
148491,98,No
148492,100,No
148493,97,No
148494,70,No
148495,100,No
148496,100,No
148497,100,No
148498,97,No
148499,99,No
148500,68,No
148501,100,No
148502,69,No
148503,91,Yes
148504,78,No
148505,100,No
148506,66,No
148507,97,No
148508,100,No
148509,63,No
148510,99,No
148511,76,No
148512,98,No
148513,100,No
148514,80,No
148515,100,No
148516,81,No
148517,100,No
148518,92,No
148519,99,No
148520,100,No
148521,84,No
148522,77,No
148523,85,No
148524,91,No
148525,100,No
148526,73,No
148527,100,No
148528,53,No
148529,96,No
148530,77,No
148531,93,No
148532,95,No
148533,100,Yes
148534,100,No
148535,94,No
148536,99,No
148537,82,No
148538,99,No
148539,91,No
148540,78,No
148541,100,No
148542,98,No
148543,71,No
148544,98,No
148545,95,No
148546,88,No
148547,91,No
148548,100,No
148549,97,No
148550,70,No
148551,100,No
148552,100,No
148553,84,No
148554,100,No
148555,100,No
148556,100,No
148557,92,No
148558,100,No
148559,99,No
148560,92,No
148561,68,No
148562,77,No
148563,93,No
148564,94,No
148565,98,No
148566,100,No
148567,87,No
148568,84,No
148569,91,No
148570,94,No
148571,100,No
148572,100,No
148573,71,No
148574,89,No
148575,85,No
148576,86,No
148577,72,No
148578,87,No
148579,90,No
148580,86,No
148581,78,No
148582,100,No
148583,75,No
148584,58,No
148585,96,No
148586,99,No
148587,100,No
148588,94,No
148589,90,No
148590,94,No
148591,100,No
148592,90,No
148593,92,No
148594,96,No
148595,100,No
148596,100,No
148597,79,No
148598,91,No
148599,100,No
148600,95,No
148601,100,No
148602,60,No
148603,78,No
148604,96,No
148605,100,No
148606,98,No
148607,78,No
148608,97,No
148609,68,No
148610,92,No
148611,92,No
148612,100,No
148613,92,No
148614,99,No
148615,93,No
148616,81,No
148617,100,Yes
148618,99,No
148619,91,No
148620,94,No
148621,97,No
148622,100,No
148623,100,No
148624,88,No
148625,100,No
148626,77,No
148627,76,No
148628,100,No
148629,90,No
148630,98,No
148631,95,No
148632,67,No
148633,95,No
148634,98,No
148635,82,No
148636,74,No
148637,86,No
148638,88,No
148639,96,No
148640,100,No
148641,99,No
148642,89,No
148643,96,No
148644,100,No
148645,94,No
148646,100,No
148647,76,No
148648,76,No
148649,72,No
148650,72,Yes
148651,100,No
148652,67,No
148653,100,No
148654,74,No
148655,51,No
148656,97,No
148657,66,No
148658,85,No
148659,84,No
148660,79,No
148661,100,No
148662,100,No
148663,100,No
148664,58,No
148665,100,No
148666,99,No
148667,100,No
148668,97,No
148669,94,No
148670,99,No
148671,100,No
148672,100,No
148673,88,No
148674,77,No
148675,58,No
148676,80,No
148677,73,No
148678,96,No
148679,84,No
148680,100,No
148681,81,No
148682,100,No
148683,99,No
148684,100,No
148685,67,No
148686,71,No
148687,66,No
148688,82,No
148689,86,No
148690,55,Yes
148691,100,No
148692,99,No
148693,92,No
148694,98,No
148695,84,No
148696,75,Yes
148697,81,No
148698,59,No
148699,94,No
148700,79,No
148701,59,No
148702,100,No
148703,88,No
148704,87,No
148705,89,No
148706,64,No
148707,100,No
148708,88,No
148709,100,No
148710,77,No
148711,95,No
148712,66,No
148713,100,No
148714,73,No
148715,96,No
148716,89,No
148717,66,No
148718,100,No
148719,100,No
148720,100,No
148721,73,No
148722,83,No
148723,91,No
148724,99,No
148725,100,No
148726,100,No
148727,96,No
148728,100,No
148729,100,No
148730,99,No
148731,86,No
148732,100,No
148733,100,No
148734,100,No
148735,71,No
148736,99,No
148737,85,No
148738,80,No
148739,82,No
148740,100,No
148741,92,No
148742,96,No
148743,81,No
148744,100,No
148745,63,No
148746,97,No
148747,69,No
148748,92,No
148749,86,No
148750,90,No
148751,98,No
148752,84,No
148753,86,No
148754,87,No
148755,86,No
148756,75,No
148757,79,No
148758,90,No
148759,91,No
148760,91,No
148761,81,No
148762,96,No
148763,75,No
148764,92,No
148765,93,No
148766,99,No
148767,98,No
148768,91,No
148769,83,No
148770,94,No
148771,91,No
148772,99,No
148773,93,No
148774,88,No
148775,87,No
148776,100,No
148777,100,No
148778,66,No
148779,70,No
148780,100,No
148781,72,No
148782,100,No
148783,72,No
148784,95,No
148785,93,No
148786,94,No
148787,100,No
148788,71,No
148789,100,No
148790,100,No
148791,97,No
148792,63,No
148793,100,No
148794,75,No
148795,93,No
148796,98,No
148797,100,No
148798,83,No
148799,100,No
148800,79,No
148801,97,No
148802,100,Yes
148803,79,No
148804,90,No
148805,98,No
148806,95,No
148807,62,No
148808,93,No
148809,94,No
148810,71,No
148811,100,No
148812,75,No
148813,98,No
148814,100,No
148815,100,No
148816,100,No
148817,88,No
148818,100,No
148819,76,No
148820,89,No
148821,86,No
148822,100,No
148823,100,No
148824,95,No
148825,100,No
148826,100,No
148827,100,No
148828,99,No
148829,92,No
148830,78,No
148831,93,No
148832,93,No
148833,100,No
148834,100,No
148835,98,No
148836,74,No
148837,100,No
148838,97,No
148839,66,No
148840,100,No
148841,96,No
148842,100,No
148843,87,No
148844,100,No
148845,65,No
148846,96,No
148847,77,No
148848,94,No
148849,72,No
148850,80,No
148851,93,No
148852,92,No
148853,100,No
148854,73,No
148855,100,No
148856,90,No
148857,82,No
148858,57,Yes
148859,96,No
148860,85,No
148861,99,No
148862,71,No
148863,81,No
148864,67,No
148865,97,No
148866,80,No
148867,94,No
148868,100,No
148869,100,No
148870,85,No
148871,99,No
148872,89,No
148873,64,No
148874,100,No
148875,96,No
148876,79,No
148877,100,No
148878,99,No
148879,75,Yes
148880,97,No
148881,100,No
148882,70,No
148883,89,No
148884,90,No
148885,68,No
148886,82,No
148887,67,No
148888,100,No
148889,89,No
148890,68,No
148891,80,No
148892,91,No
148893,70,No
148894,99,No
148895,100,No
148896,99,No
148897,96,No
148898,65,Yes
148899,95,No
148900,90,No
148901,91,No
148902,86,No
148903,98,No
148904,80,No
148905,97,No
148906,93,Yes
148907,64,No
148908,98,No
148909,96,No
148910,84,No
148911,85,No
148912,91,No
148913,96,No
148914,91,No
148915,100,No
148916,76,No
148917,92,No
148918,75,No
148919,96,Yes
148920,75,No
148921,100,No
148922,81,No
148923,82,No
148924,100,No
148925,95,No
148926,87,No
148927,87,No
148928,61,No
148929,95,No
148930,66,No
148931,73,No
148932,73,No
148933,83,No
148934,78,No
148935,100,No
148936,72,No
148937,100,No
148938,100,No
148939,58,No
148940,98,No
148941,94,No
148942,92,No
148943,99,No
148944,85,No
148945,92,No
148946,83,No
148947,88,No
148948,90,No
148949,100,No
148950,73,No
148951,100,No
148952,97,No
148953,93,No
148954,100,No
148955,100,No
148956,82,No
148957,95,No
148958,80,No
148959,100,No
148960,93,No
148961,97,No
148962,100,No
148963,100,No
148964,100,No
148965,90,No
148966,100,No
148967,86,No
148968,100,No
148969,87,Yes
148970,95,No
148971,98,No
148972,100,No
148973,100,No
148974,95,No
148975,92,No
148976,97,No
148977,92,No
148978,90,No
148979,91,No
148980,67,No
148981,75,No
148982,96,No
148983,78,No
148984,64,No
148985,89,No
148986,99,No
148987,62,No
148988,88,No
148989,68,No
148990,100,No
148991,94,No
148992,89,Yes
148993,87,No
148994,90,No
148995,100,No
148996,100,No
148997,100,No
148998,93,No
148999,99,No
149000,100,No
149001,74,No
149002,96,No
149003,84,No
149004,100,Yes
149005,100,No
149006,96,No
149007,100,No
149008,85,No
149009,76,No
149010,82,No
149011,100,No
149012,100,No
149013,65,No
149014,100,Yes
149015,96,No
149016,79,No
149017,91,No
149018,94,No
149019,98,No
149020,90,No
149021,82,No
149022,100,No
149023,61,No
149024,100,No
149025,100,No
149026,100,No
149027,89,No
149028,100,No
149029,72,Yes
149030,88,No
149031,99,No
149032,93,No
149033,91,No
149034,97,No
149035,97,No
149036,73,No
149037,96,No
149038,94,No
149039,99,No
149040,94,No
149041,100,No
149042,100,No
149043,79,No
149044,94,No
149045,93,No
149046,98,No
149047,95,No
149048,94,No
149049,94,No
149050,78,No
149051,91,No
149052,82,No
149053,77,No
149054,76,No
149055,84,No
149056,100,No
149057,96,No
149058,97,No
149059,94,No
149060,74,No
149061,93,No
149062,90,No
149063,92,No
149064,78,No
149065,95,No
149066,98,No
149067,100,No
149068,80,No
149069,97,No
149070,72,No
149071,88,No
149072,53,No
149073,100,No
149074,98,No
149075,100,No
149076,94,No
149077,100,No
149078,100,No
149079,99,No
149080,100,No
149081,55,Yes
149082,69,No
149083,98,No
149084,100,No
149085,100,No
149086,65,No
149087,65,No
149088,100,No
149089,89,No
149090,76,No
149091,82,No
149092,92,No
149093,100,No
149094,98,No
149095,100,No
149096,99,No
149097,100,No
149098,85,No
149099,100,No
149100,100,No
149101,100,No
149102,100,No
149103,87,No
149104,100,No
149105,94,No
149106,100,No
149107,73,No
149108,95,No
149109,98,No
149110,95,No
149111,90,No
149112,72,No
149113,100,No
149114,68,No
149115,98,No
149116,96,No
149117,85,No
149118,94,No
149119,100,No
149120,100,No
149121,73,No
149122,77,No
149123,79,No
149124,87,No
149125,90,No
149126,87,No
149127,96,No
149128,100,No
149129,99,No
149130,100,No
149131,98,No
149132,100,No
149133,94,No
149134,94,No
149135,82,No
149136,98,No
149137,97,No
149138,79,No
149139,73,No
149140,64,No
149141,81,No
149142,75,No
149143,100,No
149144,90,No
149145,71,No
149146,97,No
149147,95,No
149148,91,No
149149,100,No
149150,100,No
149151,94,No
149152,100,No
149153,100,No
149154,90,No
149155,100,No
149156,76,No
149157,96,No
149158,95,No
149159,100,No
149160,92,Yes
149161,81,No
149162,98,No
149163,97,No
149164,94,No
149165,100,No
149166,100,No
149167,77,No
149168,100,No
149169,100,No
149170,73,No
149171,90,No
149172,84,Yes
149173,100,No
149174,66,No
149175,100,No
149176,100,No
149177,95,No
149178,96,Yes
149179,60,No
149180,100,No
149181,97,No
149182,96,No
149183,100,No
149184,100,No
149185,78,No
149186,100,No
149187,82,No
149188,86,No
149189,89,No
149190,76,No
149191,71,No
149192,100,No
149193,100,No
149194,63,No
149195,99,No
149196,67,No
149197,97,No
149198,98,No
149199,98,No
149200,95,No
149201,90,No
149202,100,No
149203,86,No
149204,100,No
149205,79,No
149206,81,No
149207,91,No
149208,81,No
149209,100,No
149210,100,No
149211,95,No
149212,90,No
149213,100,No
149214,100,No
149215,94,No
149216,63,No
149217,79,No
149218,81,No
149219,100,No
149220,66,No
149221,99,No
149222,79,No
149223,66,No
149224,100,No
149225,63,No
149226,47,No
149227,89,No
149228,71,No
149229,91,No
149230,100,No
149231,79,No
149232,95,No
149233,93,No
149234,75,No
149235,90,No
149236,90,No
149237,100,No
149238,98,No
149239,81,No
149240,65,No
149241,91,No
149242,95,No
149243,94,No
149244,86,No
149245,81,No
149246,89,No
149247,96,No
149248,75,No
149249,96,No
149250,81,No
149251,100,No
149252,68,No
149253,100,No
149254,100,No
149255,65,No
149256,100,No
149257,100,No
149258,72,No
149259,88,Yes
149260,96,No
149261,80,No
149262,100,No
149263,92,No
149264,100,No
149265,97,No
149266,77,No
149267,94,No
149268,72,No
149269,96,No
149270,91,No
149271,100,No
149272,100,No
149273,71,No
149274,71,No
149275,98,No
149276,97,No
149277,100,No
149278,100,No
149279,96,No
149280,95,No
149281,89,No
149282,92,No
149283,100,No
149284,74,No
149285,100,No
149286,100,No
149287,79,No
149288,74,No
149289,92,No
149290,71,No
149291,99,No
149292,95,No
149293,75,No
149294,100,No
149295,89,No
149296,90,No
149297,72,No
149298,93,No
149299,100,No
149300,100,No
149301,96,No
149302,53,No
149303,95,No
149304,100,No
149305,100,No
149306,83,No
149307,93,No
149308,87,No
149309,93,No
149310,95,No
149311,96,No
149312,100,No
149313,97,No
149314,83,No
149315,92,No
149316,92,No
149317,88,No
149318,100,No
149319,100,No
149320,100,No
149321,70,No
149322,100,No
149323,99,No
149324,59,No
149325,92,No
149326,100,No
149327,92,No
149328,80,No
149329,78,No
149330,100,No
149331,81,No
149332,100,No
149333,100,No
149334,100,No
149335,96,No
149336,81,No
149337,98,No
149338,80,No
149339,84,No
149340,97,No
149341,92,No
149342,100,No
149343,100,No
149344,100,No
149345,71,No
149346,78,Yes
149347,66,No
149348,100,No
149349,98,No
149350,89,No
149351,82,No
149352,93,No
149353,96,No
149354,68,No
149355,91,No
149356,87,No
149357,80,No
149358,87,No
149359,64,No
149360,62,No
149361,100,No
149362,94,No
149363,100,No
149364,94,No
149365,92,No
149366,92,No
149367,100,No
149368,76,Yes
149369,77,No
149370,74,No
149371,63,No
149372,66,No
149373,86,No
149374,96,No
149375,68,No
149376,94,No
149377,100,No
149378,98,No
149379,99,No
149380,80,No
149381,100,No
149382,87,No
149383,90,No
149384,100,Yes
149385,90,No
149386,100,No
149387,67,No
149388,100,Yes
149389,86,No
149390,100,No
149391,73,No
149392,95,No
149393,69,No
149394,98,No
149395,83,No
149396,65,No
149397,58,No
149398,100,No
149399,99,No
149400,76,No
149401,78,No
149402,100,No
149403,82,No
149404,100,No
149405,87,No
149406,100,No
149407,91,No
149408,99,No
149409,92,No
149410,89,No
149411,64,Yes
149412,91,No
149413,79,No
149414,81,No
149415,66,No
149416,88,No
149417,88,No
149418,72,No
149419,72,No
149420,100,No
149421,87,No
149422,79,No
149423,100,No
149424,100,No
149425,100,No
149426,52,No
149427,95,No
149428,100,No
149429,84,No
149430,65,No
149431,97,No
149432,86,No
149433,85,No
149434,83,No
149435,96,No
149436,82,No
149437,89,No
149438,100,No
149439,88,No
149440,93,No
149441,100,No
149442,96,No
149443,100,No
149444,100,No
149445,98,No
149446,77,No
149447,80,No
149448,99,No
149449,75,No
149450,59,No
149451,91,No
149452,80,No
149453,91,No
149454,73,No
149455,99,No
149456,90,No
149457,77,No
149458,85,No
149459,83,No
149460,99,No
149461,88,No
149462,99,No
149463,69,No
149464,96,No
149465,100,No
149466,74,No
149467,100,No
149468,100,No
149469,76,No
149470,80,No
149471,94,No
149472,100,No
149473,92,No
149474,76,No
149475,100,No
149476,62,No
149477,99,No
149478,66,No
149479,72,No
149480,100,No
149481,86,No
149482,100,No
149483,91,No
149484,100,No
149485,95,No
149486,94,No
149487,100,No
149488,84,No
149489,87,No
149490,93,No
149491,97,No
149492,67,No
149493,100,No
149494,63,No
149495,88,No
149496,83,No
149497,87,No
149498,92,No
149499,88,No
149500,60,No
149501,71,No
149502,98,No
149503,61,No
149504,93,No
149505,89,No
149506,65,No
149507,91,No
149508,100,No
149509,93,No
149510,100,No
149511,86,No
149512,64,No
149513,82,No
149514,80,No
149515,68,No
149516,69,No
149517,72,No
149518,100,No
149519,60,No
149520,82,No
149521,94,No
149522,85,No
149523,90,No
149524,99,No
149525,97,No
149526,70,No
149527,100,No
149528,90,No
149529,86,No
149530,88,No
149531,80,No
149532,72,No
149533,93,No
149534,95,Yes
149535,99,No
149536,91,No
149537,94,No
149538,91,No
149539,88,No
149540,84,No
149541,80,No
149542,90,No
149543,94,No
149544,98,No
149545,100,No
149546,94,No
149547,58,No
149548,70,No
149549,100,No
149550,96,No
149551,86,No
149552,83,No
149553,100,No
149554,99,No
149555,93,No
149556,92,No
149557,92,No
149558,100,No
149559,100,No
149560,100,No
149561,100,No
149562,100,No
149563,100,No
149564,98,No
149565,93,No
149566,88,No
149567,100,No
149568,67,No
149569,88,No
149570,92,No
149571,96,No
149572,99,No
149573,88,No
149574,92,No
149575,88,No
149576,99,No
149577,77,No
149578,96,No
149579,92,No
149580,65,No
149581,75,No
149582,94,No
149583,100,No
149584,76,No
